07/04/2026 - 19:38:12 (-3 TMZ) | 06:00:03:12 (Artemis Clock) | y los aviónicos de propulsión están configurados.
08/04/2026 - 01:42:38 (-3 TMZ) | 06:06:07:38 (Artemis Clock) | Copiado. Sí, sin prisa. Estamos listos cuando ustedes lo estén.
08/04/2026 - 01:46:36 (-3 TMZ) | 06:06:11:36 (Artemis Clock) | Después de configurarnos para OE-2, veremos allí a los directores de vuelo.
08/04/2026 - 01:46:41 (-3 TMZ) | 06:06:11:41 (Artemis Clock) | Estamos allí y listos.
08/04/2026 - 02:00:52 (-3 TMZ) | 06:06:25:52 (Artemis Clock) | Integridad Houston para buenas noches número uno.
08/04/2026 - 02:01:09 (-3 TMZ) | 06:06:26:09 (Artemis Clock) | Estamos escuchando música agradable y relajante aquí arriba, y estamos listos para el buenas noches número uno.
08/04/2026 - 02:01:34 (-3 TMZ) | 06:06:26:34 (Artemis Clock) | Un par de cosas. Sí normalizamos OE2, así que ha vuelto a la configuración nominal. Lo siguiente, para que lo sepan, es que ajustamos la velocidad del ventilador de cabina. Probablemente lo sintieron. Y devolvimos el ARS al modo despierto. Teníamos una pregunta solo con fines de recopilación de datos. Cuando nos pidieron los cambios de velocidad del ventilador, sabemos que originalmente...
08/04/2026 - 02:01:40 (-3 TMZ) | 06:06:26:40 (Artemis Clock) | era por temperatura. Desde entonces, ¿también han influido el flujo de aire o el ruido en estas solicitudes?
08/04/2026 - 02:02:05 (-3 TMZ) | 06:06:27:05 (Artemis Clock) | Yo diría que ambas cosas. Esta cabina es, quiero decir, probablemente haya muchas reuniones ocurriendo, pero esta cabina es mucho más cómoda con estas configuraciones del ventilador, tanto por la forma en que parece distribuir el aire de manera más uniforme, porque no es solo una tormenta de viento de un lado y cristal y operaciones del otro. Se siente mucho más cómodo en toda la
08/04/2026 - 02:02:25 (-3 TMZ) | 06:06:27:25 (Artemis Clock) | configuración ReVolts.
08/04/2026 - 02:02:55 (-3 TMZ) | 06:06:27:55 (Artemis Clock) | adelante.
08/04/2026 - 02:03:01 (-3 TMZ) | 06:06:28:01 (Artemis Clock) | Yo diría que simplemente aumenten la velocidad del ventilador para el ejercicio, y luego dejen la nominal, y nosotros les diremos. Pero sí necesitábamos un poco más de circulación esta mañana.
08/04/2026 - 02:03:28 (-3 TMZ) | 06:06:28:28 (Artemis Clock) | Muchas gracias, y solo confirmen que el vaciado secundario sigue go para la noche.
08/04/2026 - 02:03:32 (-3 TMZ) | 06:06:28:32 (Artemis Clock) | Afirmativo, go para vaciar durante la noche.
08/04/2026 - 02:03:52 (-3 TMZ) | 06:06:28:52 (Artemis Clock) | Ok, genial. Gracias, Tess. Hablaremos contigo en un rato.
08/04/2026 - 02:24:57 (-3 TMZ) | 06:06:49:57 (Artemis Clock) | Houston Integridad para PCD one.
08/04/2026 - 02:25:02 (-3 TMZ) | 06:06:50:02 (Artemis Clock) | Adelante.
08/04/2026 - 02:25:28 (-3 TMZ) | 06:06:50:28 (Artemis Clock) | Voy a dejar de tocarlo si lo necesitan. De lo contrario, asumiré que fue un pequeño fallo y que quizá tenga que volver a asentar esa tarjeta microSD.
08/04/2026 - 02:25:53 (-3 TMZ) | 06:06:50:53 (Artemis Clock) | Y Reed, nosotros no estábamos usando ese PCD. Nos parece bien tu plan de volver a asentar esa tarjeta SD, y si tienes cualquier otro problema, estamos a la espera para ayudar.
08/04/2026 - 02:26:18 (-3 TMZ) | 06:06:51:18 (Artemis Clock) | Entonces eso es lo que haremos; los llamaremos en un rato.
08/04/2026 - 02:26:20 (-3 TMZ) | 06:06:51:20 (Artemis Clock) | Todo suena bien. Buenas noches número dos.
08/04/2026 - 02:59:27 (-3 TMZ) | 06:07:24:27 (Artemis Clock) | Integridad Houston para una comprobación rápida.
08/04/2026 - 02:59:47 (-3 TMZ) | 06:07:24:47 (Artemis Clock) | Sí, adelante, Jess.
08/04/2026 - 02:59:58 (-3 TMZ) | 06:07:24:58 (Artemis Clock) | Oye Reid, estamos viendo que uno de los cuatro sensores de temperatura está divergiendo en los sensores de temperatura de helio auxiliar del SM. Creemos que es un problema del sensor. Tenemos tres buenos. Este cuarto se está desviando gradualmente. Pero el caution/warning asociado a eso potencialmente...
08/04/2026 - 03:00:10 (-3 TMZ) | 06:07:25:10 (Artemis Clock) | Calculamos que anunciaría en unas dos horas al ritmo actual de desviación del sensor. Creemos que el QUAD está suprimido. Lo ordenamos así, pero nuestra herramienta lo muestra habilitado, así que quería darte el QUAD para que verifiques que está suprimido y no les hagamos sonar un caution o warning erróneo en unas dos horas.
08/04/2026 - 03:01:00 (-3 TMZ) | 06:07:26:00 (Artemis Clock) | Nivel seis.
08/04/2026 - 03:01:04 (-3 TMZ) | 06:07:26:04 (Artemis Clock) | Fantástico. Gracias por comprobarlo y me alegra que no vayamos a despertarlos con ese.
08/04/2026 - 03:01:23 (-3 TMZ) | 06:07:26:23 (Artemis Clock) | ¿Ha ido subiendo durante toda la misión, pero sin cambios, correcto? ¿Solo una tendencia constante al alza?
08/04/2026 - 03:01:30 (-3 TMZ) | 06:07:26:30 (Artemis Clock) | Verificando.
08/04/2026 - 03:01:40 (-3 TMZ) | 06:07:26:40 (Artemis Clock) | No, está bien. Estoy bastante seguro, bastante seguro de que conocemos este caso, así que no hace falta, no hace falta.
08/04/2026 - 03:01:57 (-3 TMZ) | 06:07:26:57 (Artemis Clock) | Sí, Reed, tu memoria es buena. Ya habíamos hablado antes de este, pero como era errático, y ahora estamos viendo una tendencia lineal, simplemente nos estamos protegiendo ante eso.
08/04/2026 - 03:02:03 (-3 TMZ) | 06:07:27:03 (Artemis Clock) | Ok, genial. Muchísimas gracias.
08/04/2026 - 03:02:08 (-3 TMZ) | 06:07:27:08 (Artemis Clock) | Gracias y buenas noches número tres.
08/04/2026 - 03:02:29 (-3 TMZ) | 06:07:27:29 (Artemis Clock) | Creo que esta noche quizá hayamos alcanzado el límite, ya veremos. El tiempo lo dirá. Buenas noches, chicos.
08/04/2026 - 06:25:36 (-3 TMZ) | 06:10:50:36 (Artemis Clock) | Por favor, hagan lo que vean posible con ese caution; ¿hay algo que podamos hacer para ayudar?
08/04/2026 - 06:25:42 (-3 TMZ) | 06:10:50:42 (Artemis Clock) | Sí.
08/04/2026 - 06:26:01 (-3 TMZ) | 06:10:51:01 (Artemis Clock) | Sueño, sin acción.
08/04/2026 - 06:26:03 (-3 TMZ) | 06:10:51:03 (Artemis Clock) | Integridad Houston, perdón por eso. Pueden volver a dormir.
08/04/2026 - 06:26:21 (-3 TMZ) | 06:10:51:21 (Artemis Clock) | Espacio aéreo francés.
08/04/2026 - 12:36:39 (-3 TMZ) | 06:17:01:39 (Artemis Clock) | Sus amigos y colegas de la Agencia Espacial Canadiense les desean otro gran día en su viaje. Canadienses de todas partes están inspirados por su travesía, y estamos con ustedes en cada paso del camino. ¡Vamos!
08/04/2026 - 12:58:33 (-3 TMZ) | 06:17:23:33 (Artemis Clock) | Houston Integridad 01, PCD-1 ha sido apagado y reiniciado. Si eso ayuda, pueden ver que no tengo nuevos datos ahí, así que échenle un vistazo, por favor.
08/04/2026 - 12:58:53 (-3 TMZ) | 06:17:23:53 (Artemis Clock) | Les daré un delta rápido de timeline. Necesitamos privatizar OE-2 a MET 18:40 para una breve conferencia meteorológica. ¿Está bien?
08/04/2026 - 12:59:14 (-3 TMZ) | 06:17:24:14 (Artemis Clock) | Ok, y entonces en consecuencia seguiremos adelante y retrasaremos el ciclo de potencia ACU hasta que eso termine.
08/04/2026 - 12:59:33 (-3 TMZ) | 06:17:24:33 (Artemis Clock) | pero lo veremos y no hay problema con nada de eso. Gracias, Mark.
08/04/2026 - 12:59:37 (-3 TMZ) | 06:17:24:37 (Artemis Clock) | Claro que sí.
08/04/2026 - 13:03:38 (-3 TMZ) | 06:17:28:38 (Artemis Clock) | Integridad Houston para Reed, vamos a sincronizar tu PCD y tu correo ahora.
08/04/2026 - 13:03:58 (-3 TMZ) | 06:17:28:58 (Artemis Clock) | Ok, copiamos eso, y asumo que eso significa no tocar el correo. ¿Tiene alguna otra restricción, o solo no tocar el correo? Sí, solo no tocar el correo.
08/04/2026 - 13:04:19 (-3 TMZ) | 06:17:29:19 (Artemis Clock) | Ok, sí, gracias, lo apreciamos.
08/04/2026 - 13:23:44 (-3 TMZ) | 06:17:48:44 (Artemis Clock) | Houston Integridad para carga de baterías y .
08/04/2026 - 13:23:50 (-3 TMZ) | 06:17:48:50 (Artemis Clock) | Adelante, Reed. El equipo de Orbit One está ahora con ustedes.
08/04/2026 - 13:24:36 (-3 TMZ) | 06:17:49:36 (Artemis Clock) | Y lead, adelante. Equipo Orbit One con ustedes ahora.
08/04/2026 - 13:25:11 (-3 TMZ) | 06:17:50:11 (Artemis Clock) | Houston Integridad, están en Orbit One. Comprobación de radio.
08/04/2026 - 13:25:13 (-3 TMZ) | 06:17:50:13 (Artemis Clock) | Reed, te tenemos alto y claro, ¿y a nosotros?
08/04/2026 - 13:25:32 (-3 TMZ) | 06:17:50:32 (Artemis Clock) | Para la cámara de acoplamiento, sé que vamos a usarla periódicamente hoy, pero cuando no se esté usando, ¿hay alguna posibilidad de desalimentarla y conectar la regleta de alimentación USB-C? Nos estamos quedando un poco bajos de batería en algunos periféricos.
08/04/2026 - 13:25:51 (-3 TMZ) | 06:17:50:51 (Artemis Clock) | Y verificando la docking cam.
08/04/2026 - 13:25:53 (-3 TMZ) | 06:17:50:53 (Artemis Clock) | Ok, gracias.
08/04/2026 - 13:26:37 (-3 TMZ) | 06:17:51:37 (Artemis Clock) | Y Reed, vamos a estar usando la docking cam durante otros 30 minutos. Después de eso puedes desconectarla y usar el cargador USB.
08/04/2026 - 13:26:57 (-3 TMZ) | 06:17:51:57 (Artemis Clock) | Ok, eso suena genial, Stan, solo avísennos cuándo podemos hacerlo. Gracias. Así será.
08/04/2026 - 13:44:09 (-3 TMZ) | 06:18:09:09 (Artemis Clock) | Integridad Houston para Reed. La actualización de BCD-1 está completa. Go para uso y correo.
08/04/2026 - 13:44:33 (-3 TMZ) | 06:18:09:33 (Artemis Clock) | También teníamos un par de elementos para PAO de ayer en “imagery for downlink” en ese PCD, tres carpetas con GMT097. Esperamos que ustedes ya los hayan bajado, pero no veo la marca de descargado en ellas.
08/04/2026 - 13:44:53 (-3 TMZ) | 06:18:09:53 (Artemis Clock) | Reed empezará a bajar eso ahora mismo.
08/04/2026 - 14:00:26 (-3 TMZ) | 06:18:25:26 (Artemis Clock) | Integridad Houston para energía de la docking cam.
08/04/2026 - 14:00:47 (-3 TMZ) | 06:18:25:47 (Artemis Clock) | La docking cam está apagada; pueden desenchufarla y enchufar el cargador USB. Si van a sacar la cámara, por favor dejen el soporte instalado.
08/04/2026 - 14:01:08 (-3 TMZ) | 06:18:26:08 (Artemis Clock) | Sí, absolutamente. Vamos a dejar la dock camera instalada la mayor parte del día. No creo que la quitemos, pero les avisaremos si lo hacemos. Gracias, la estamos apagando.
08/04/2026 - 14:01:13 (-3 TMZ) | 06:18:26:13 (Artemis Clock) | Roger.
08/04/2026 - 14:15:13 (-3 TMZ) | 06:18:40:13 (Artemis Clock) | Integridad Houston, estamos listos para su informe meteorológico en Private Orion to Earth 2.
08/04/2026 - 14:43:59 (-3 TMZ) | 06:19:08:59 (Artemis Clock) | Houston y AgraD, ¿quieren el downlink o no esta mañana?
08/04/2026 - 14:44:20 (-3 TMZ) | 06:19:09:20 (Artemis Clock) | Ann, siempre nos encanta verlos, pero no tendremos ancho de banda. Esperen.
08/04/2026 - 14:44:40 (-3 TMZ) | 06:19:09:40 (Artemis Clock) | Muy bien, ya subimos eso. Nos encantaría su video. Vamos a detener algunos archivos en descarga para poder recibirlo.
08/04/2026 - 14:44:46 (-3 TMZ) | 06:19:09:46 (Artemis Clock) | Ok, suena bien. Lo activaremos en el próximo minuto o dos.
08/04/2026 - 14:44:51 (-3 TMZ) | 06:19:09:51 (Artemis Clock) | Lo esperamos con ganas.
08/04/2026 - 14:49:03 (-3 TMZ) | 06:19:14:03 (Artemis Clock) | Integridad, estamos a bordo con video, se ven genial.
08/04/2026 - 14:49:23 (-3 TMZ) | 06:19:14:23 (Artemis Clock) | Y vemos sus saludos y pulgares arriba.
08/04/2026 - 14:55:35 (-3 TMZ) | 06:19:20:35 (Artemis Clock) | Houston Integridad, estamos aquí con ustedes para el DPC.
08/04/2026 - 14:56:04 (-3 TMZ) | 06:19:21:04 (Artemis Clock) | actualización a bordo hace unos 30 minutos. Además, la deriva del reloj de Orion ha sido muy pequeña, casi exactamente cero en la entrada. En cuanto a la timeline, Victor, primer punto para ti cuando estés listo para copiar.
08/04/2026 - 14:56:31 (-3 TMZ) | 06:19:21:31 (Artemis Clock) | Así que nos gustaría hacer un cambio en tu actividad de stow del acelerómetro del flywheel más tarde hoy. No tuvimos oportunidad de poner esto en la timeline. Así que antes de trabajar en el stow del acelerómetro del flywheel, por favor enciende ambos acelerómetros. Déjalos encendidos durante cinco minutos.
08/04/2026 - 14:56:51 (-3 TMZ) | 06:19:21:51 (Artemis Clock) | Accedan a los datos durante esos cinco minutos. ¿Cómo copias?
08/04/2026 - 14:57:17 (-3 TMZ) | 06:19:22:17 (Artemis Clock) | Necesitan sacarlo y hacerlo visible para la conferencia de prensa después del almuerzo, MET 7 días, 3 horas, 10 minutos. Esa bandera está en Locker Bravo 2, TBB B2, etiquetado OFK MSB bags and contingency tools. Comentarán sobre las bolsas MSB. Por preocupaciones microbianas, por favor no...
08/04/2026 - 14:57:36 (-3 TMZ) | 06:19:22:36 (Artemis Clock) | muestren la bandera sin abrir la bolsa.
08/04/2026 - 14:58:03 (-3 TMZ) | 06:19:23:03 (Artemis Clock) | Muy bien, pregunta número uno: ¿qué PCD tiene las imágenes de las observaciones oportunistas de ayer?
08/04/2026 - 14:58:28 (-3 TMZ) | 06:19:23:28 (Artemis Clock) | Pensé que lo había puesto en la nota de tripulación para el evento. Déjame pensarlo. Como rover de PCD, no estoy 100% seguro en este momento. Lo revisaré y se los diré. ¿Cuál es la siguiente pregunta? Copiado. Vamos con la siguiente pregunta. Vimos su...
08/04/2026 - 14:58:51 (-3 TMZ) | 06:19:23:51 (Artemis Clock) | ¿Saben si hay una o no? Sí, eso sí lo añadí. Era el número de serie 15, y también puedo revisar ese TCD y decírselo.
08/04/2026 - 14:59:17 (-3 TMZ) | 06:19:24:17 (Artemis Clock) | Desde 19:55 y 19:45, tenemos dos actividades superpuestas para el video 4K de Victor y el venteo de orina con cámara D5 de Christina, que requieren que ambos usen la misma lente de cámara, así que nos disculpamos por no detectar ese conflicto.
08/04/2026 - 14:59:23 (-3 TMZ) | 06:19:24:23 (Artemis Clock) | Pueden pasarse la lente en tiempo real, o si no es práctico, no pasa nada si Victor usa la lente de 35 milímetros.
08/04/2026 - 14:59:48 (-3 TMZ) | 06:19:24:48 (Artemis Clock) | Ok, estamos bien con eso. Genial, y vemos la bandera. Gracias por sacarla. Reed, ¿puedes decirnos a qué hora tomaste esta mañana las fotos históricas para la colección satelital?
08/04/2026 - 15:00:20 (-3 TMZ) | 06:19:25:20 (Artemis Clock) | Vamos a tener que hacer eso más tarde con una marca de tiempo. Roger. Siguiente, un favor para la consola pop cuando estés listo para copiar números.
08/04/2026 - 15:01:00 (-3 TMZ) | 06:19:26:00 (Artemis Clock) | 2214 hasta 2226, eso es 2214 hasta 2226, pero no 2222. Nos gustaría que esos 12 quedaran inhibidos si aún no lo están.
08/04/2026 - 15:01:05 (-3 TMZ) | 06:19:26:05 (Artemis Clock) | Puedes simplemente decir que están todos inhibidos, no hace falta leerlos uno por uno.
08/04/2026 - 15:01:32 (-3 TMZ) | 06:19:26:32 (Artemis Clock) | Sí, por favor, esa es una buena repetición. Ya casi terminamos. ¿Dispensaron agua de la línea secundaria ayer sobre...
08/04/2026 - 15:01:37 (-3 TMZ) | 06:19:26:37 (Artemis Clock) | Esta vez vimos salir unos trescientos cincuenta mililitros del tanque.
08/04/2026 - 15:02:05 (-3 TMZ) | 06:19:27:05 (Artemis Clock) | Roger, no hay problema.
08/04/2026 - 15:02:08 (-3 TMZ) | 06:19:27:08 (Artemis Clock) | ¿Pueden darnos una lectura del manómetro de presión de la escotilla en psi?
08/04/2026 - 15:02:35 (-3 TMZ) | 06:19:27:35 (Artemis Clock) | Copiado, apenas por encima de 2,000. Gracias. Eso es todo lo que tenemos para ustedes. ¿Qué tienen para nosotros? Tengo algunas lecturas AGA: CO2 2.3, O2 27.
08/04/2026 - 15:03:01 (-3 TMZ) | 06:19:28:01 (Artemis Clock) | Todo está iluminado excepto el número 14 en la segunda fila. Y luego D5, por si tienen alguna idea. Un par de veces ayer, cuando grabábamos el ejercicio, no supimos con certeza que iniciamos las grabaciones y la cámara no fue golpeada, pero...
08/04/2026 - 15:03:26 (-3 TMZ) | 06:19:28:26 (Artemis Clock) | Copiado AGA avatar y comportamiento misterioso de la D5. Vamos a investigarlo.
08/04/2026 - 15:03:53 (-3 TMZ) | 06:19:28:53 (Artemis Clock) | ver las fotos del equipo en el resumen diario nos encendió por completo, y esperamos ver más fotos uno y dos mañana, espero. Roger eso. Gracias por esas palabras.
08/04/2026 - 15:04:03 (-3 TMZ) | 06:19:29:03 (Artemis Clock) | Ustedes son un grupo de muy buen aspecto. Muy bien, estamos listos para ponernos a ello. Por favor, háganlo. Estaremos observando y esperando para ayudar.
08/04/2026 - 15:08:28 (-3 TMZ) | 06:19:33:28 (Artemis Clock) | Houston Integridad para respuestas y una pregunta.
08/04/2026 - 15:08:32 (-3 TMZ) | 06:19:33:32 (Artemis Clock) | Los escuchamos.
08/04/2026 - 15:08:58 (-3 TMZ) | 06:19:33:58 (Artemis Clock) | Ambos, desde la tarjeta serial número 015, están en PCD3. Todos nuestros PCD estaban llenos, pero conseguimos ponerlos allí, y empezaremos a eliminar algunas de las carpetas marcadas como downlinked para hacer espacio.
08/04/2026 - 15:09:24 (-3 TMZ) | 06:19:34:24 (Artemis Clock) | Target 2226, sin incluir 2222. Y tercera pregunta para ustedes: veo que hoy tengo el cuestionario acústico del inodoro. Completé esa actividad en mi timeline ayer y dejé una nota de tripulación. Avísenme.
08/04/2026 - 15:09:44 (-3 TMZ) | 06:19:34:44 (Artemis Clock) | Gracias.
08/04/2026 - 15:10:10 (-3 TMZ) | 06:19:35:10 (Artemis Clock) | Aún voy a buscar eso. Tengo que conseguir estas dos. No lo olvidaré. Quizá. No se preocupen, la ciencia no lo olvidará.
08/04/2026 - 15:15:36 (-3 TMZ) | 06:19:40:36 (Artemis Clock) | Problema de E5 que reportaron.
08/04/2026 - 15:15:38 (-3 TMZ) | 06:19:40:38 (Artemis Clock) | Adelante con la pregunta.
08/04/2026 - 15:15:48 (-3 TMZ) | 06:19:40:48 (Artemis Clock) | Entendemos que al menos dos veces configuraron una grabación que se detuvo sola a los cuatro minutos. Nos estamos rascando la cabeza con eso. ¿Llegaron a obtener alguna grabación que durara más que eso?
08/04/2026 - 15:16:11 (-3 TMZ) | 06:19:41:11 (Artemis Clock) | Sí creemos que tenemos al menos dos sesiones exitosas para toda la duración del ejercicio, y luego al menos dos que estuvieron entre tres y cuatro minutos.
08/04/2026 - 15:16:32 (-3 TMZ) | 06:19:41:32 (Artemis Clock) | ¿Las detenciones a los cuatro minutos que reportaron ocurrieron primero, supongo? Eso es lo que queremos saber.
08/04/2026 - 15:16:57 (-3 TMZ) | 06:19:41:57 (Artemis Clock) | 3 minutos y 18 segundos o algo así. Así que no intenté nada más. No reconfiguré nada y seguí adelante, y otra persona hizo una sesión y pudo obtener una grabación de duración completa. Luego ocurrió otra sesión que duró entre 3 y 4 minutos. Así que no estoy seguro, pero todas han sido en la misma D5, la que ahora mismo está configurada con la lente gran angular, la D5 corta.
08/04/2026 - 15:17:17 (-3 TMZ) | 06:19:42:17 (Artemis Clock) | Usen la otra D5 para grabar el ejercicio.
08/04/2026 - 15:17:38 (-3 TMZ) | 06:19:42:38 (Artemis Clock) | Ok Stanton, haremos eso. Gracias.
08/04/2026 - 15:20:03 (-3 TMZ) | 06:19:45:03 (Artemis Clock) | para ubicación de fotos y preguntas de DOTO. Adelante.
08/04/2026 - 15:20:34 (-3 TMZ) | 06:19:45:34 (Artemis Clock) | Tenemos el Sol directamente fuera de la ventana 3 ahora mismo y de la ventana 1. La vista que se veía genial para fotografiar el evento ahora está completamente lavada. Revisé para asegurarme, y parece que no estamos en una maniobra. Así que, ¿alguna idea sobre...
08/04/2026 - 15:20:40 (-3 TMZ) | 06:19:45:40 (Artemis Clock) | cómo podemos resolver esto de la mejor manera?
08/04/2026 - 15:21:00 (-3 TMZ) | 06:19:46:00 (Artemis Clock) | Unidad cuatro, no tres y uno.
08/04/2026 - 15:24:18 (-3 TMZ) | 06:19:49:18 (Artemis Clock) | Y Christina, una cosa más para el evento de fin de año: las imágenes se consideran algo deseable, así que si no puedes obtener buenas fotos, no te preocupes; la vista principal es desde el SAW.
08/04/2026 - 15:24:43 (-3 TMZ) | 06:19:49:43 (Artemis Clock) | Gracias, Christina, excelente.
08/04/2026 - 15:25:57 (-3 TMZ) | 06:19:50:57 (Artemis Clock) | Houston, el evento del vehículo empezará en unos veinte segundos. Roger.
08/04/2026 - 15:26:55 (-3 TMZ) | 06:19:51:55 (Artemis Clock) | Tenemos una buena vista por las ventanas. La vista de nuestra cámara de tripulación es solo regular, y estoy esperando su go. Detendré la grabación.
08/04/2026 - 15:26:58 (-3 TMZ) | 06:19:51:58 (Artemis Clock) | Roger, y la vista del SAW es impresionante.
08/04/2026 - 15:27:15 (-3 TMZ) | 06:19:52:15 (Artemis Clock) | Nos encanta una buena tormenta de nieve.
08/04/2026 - 15:27:21 (-3 TMZ) | 06:19:52:21 (Artemis Clock) | Cuanto menos se diga sobre la nieve, mejor.
08/04/2026 - 15:27:27 (-3 TMZ) | 06:19:52:27 (Artemis Clock) | Y Integridad, estamos listos para detener la grabación.
08/04/2026 - 15:28:13 (-3 TMZ) | 06:19:53:13 (Artemis Clock) | porque terminará la grabación si presionas el botón de grabar.
08/04/2026 - 15:28:33 (-3 TMZ) | 06:19:53:33 (Artemis Clock) | De todos modos no importa.
08/04/2026 - 15:28:35 (-3 TMZ) | 06:19:53:35 (Artemis Clock) | Christina, no te preocupes, y nos gusta tu plan de seguir adelante.
08/04/2026 - 15:28:40 (-3 TMZ) | 06:19:53:40 (Artemis Clock) | Gracias.
08/04/2026 - 15:29:47 (-3 TMZ) | 06:19:54:47 (Artemis Clock) | Houston, Integridad, les estamos saludando desde la ventana dos. Hay ahí afuera un hermoso pequeño creciente azul.
08/04/2026 - 15:30:07 (-3 TMZ) | 06:19:55:07 (Artemis Clock) | Gracias, no logramos distinguirlos del todo, pero apreciamos el gesto.
08/04/2026 - 15:30:13 (-3 TMZ) | 06:19:55:13 (Artemis Clock) | Estamos trabajando para cambiar eso. Gracias, Stan. Y ya que te tengo, ¿podemos hacer otro salto solo para nuestros propósitos?
08/04/2026 - 15:30:17 (-3 TMZ) | 06:19:55:17 (Artemis Clock) | Sí, pueden. Adelante.
08/04/2026 - 15:30:20 (-3 TMZ) | 06:19:55:20 (Artemis Clock) | Gracias, señor.
08/04/2026 - 15:36:20 (-3 TMZ) | 06:20:01:20 (Artemis Clock) | Houston Integridad lista para la prueba de downlink 4K.
08/04/2026 - 15:36:41 (-3 TMZ) | 06:20:01:41 (Artemis Clock) | están bien para configurarlo. Estamos comprobando cuánto tardará en obtener opcom.
08/04/2026 - 15:36:48 (-3 TMZ) | 06:20:01:48 (Artemis Clock) | Ok, ya está todo configurado; solo llámenme cuando quieran que inicie el stream.
08/04/2026 - 15:37:08 (-3 TMZ) | 06:20:02:08 (Artemis Clock) | Roger, esa es una buena configuración.
08/04/2026 - 15:39:03 (-3 TMZ) | 06:20:04:03 (Artemis Clock) | Houston Integridad para películas DSTO.
08/04/2026 - 15:39:08 (-3 TMZ) | 06:20:04:08 (Artemis Clock) | Adelante.
08/04/2026 - 15:39:34 (-3 TMZ) | 06:20:04:34 (Artemis Clock) | Sí grabamos, y el segundo video tiene una estrella, algo robándose el protagonismo, que es la Tierra creciente entrando por el lado derecho. Creo que ustedes lo disfrutarán. No los pondré en “images for downlink”, así que los verán en tierra.
08/04/2026 - 15:39:40 (-3 TMZ) | 06:20:04:40 (Artemis Clock) | Excelente, gracias.
08/04/2026 - 15:40:47 (-3 TMZ) | 06:20:05:47 (Artemis Clock) | Integridad Houston para Victor, puedes iniciar el stream 4K.
08/04/2026 - 15:42:54 (-3 TMZ) | 06:20:07:54 (Artemis Clock) | No es una gran vista. Puede que cambiemos las lentes y les demos el gran angular si podemos.
08/04/2026 - 15:42:58 (-3 TMZ) | 06:20:07:58 (Artemis Clock) | Creo que vamos a estar usando eso para nuestro ejercicio, así que avísenme qué les parece este video, y estoy listo para las pruebas de audio en eso.
08/04/2026 - 15:43:18 (-3 TMZ) | 06:20:08:18 (Artemis Clock) | Lo apreciamos, y les avisaremos cuando el 4K esté bloqueado.
08/04/2026 - 15:46:31 (-3 TMZ) | 06:20:11:31 (Artemis Clock) | Houston Integridad, una pregunta rápida para el ejercicio de Reed.
08/04/2026 - 15:47:05 (-3 TMZ) | 06:20:12:05 (Artemis Clock) | Este ha sido un día increíble aquí. Oye, ¿puedes confirmar que este es mi último ejercicio de la misión? Me ayudará con la gestión del stowage. Reed, es correcto.
08/04/2026 - 15:47:10 (-3 TMZ) | 06:20:12:10 (Artemis Clock) | Ok, gracias, Dan.
08/04/2026 - 15:47:16 (-3 TMZ) | 06:20:12:16 (Artemis Clock) | Y por lo que vale, el ejercicio de hoy es el último ejercicio para todos los miembros de la tripulación. A partir de mañana ya no tendremos tiempo.
08/04/2026 - 16:00:16 (-3 TMZ) | 06:20:25:16 (Artemis Clock) | Houston Integridad, confirmen que están en buena configuración para que yo empiece el ejercicio aeróbico.
08/04/2026 - 16:00:20 (-3 TMZ) | 06:20:25:20 (Artemis Clock) | Estamos listos para que comiences el ejercicio.
08/04/2026 - 16:05:50 (-3 TMZ) | 06:20:30:50 (Artemis Clock) | Dejen el video corriendo y llámenme cuando estén listos. Vamos a pasar a prepararnos para el ORGDFTO.
08/04/2026 - 16:05:57 (-3 TMZ) | 06:20:30:57 (Artemis Clock) | Victor, ese es un buen plan.
08/04/2026 - 16:08:56 (-3 TMZ) | 06:20:33:56 (Artemis Clock) | Y esperen, estamos con ustedes. Adelante para PCD-3.
08/04/2026 - 16:08:59 (-3 TMZ) | 06:20:33:59 (Artemis Clock) | Evica, vimos que ese BCD cayó de la red. Creemos que pudo haberse desconectado. ¿Podrían por favor ejecutar el script inalámbrico en ese BCD?
08/04/2026 - 16:09:04 (-3 TMZ) | 06:20:34:04 (Artemis Clock) | Lo ponemos en marcha, Stan. Gracias.
08/04/2026 - 16:35:25 (-3 TMZ) | 06:21:00:25 (Artemis Clock) | Houston, Integridad para stowage.
08/04/2026 - 16:35:27 (-3 TMZ) | 06:21:00:27 (Artemis Clock) | Adelante para stowage.
08/04/2026 - 16:35:50 (-3 TMZ) | 06:21:00:50 (Artemis Clock) | Sí, señor, un tercer headset Peltor Sportac ha sido desplegado en la cabina y se han cambiado las baterías en dos Peltors para un total de cuatro pilas AAA.
08/04/2026 - 16:35:54 (-3 TMZ) | 06:21:00:54 (Artemis Clock) | Copiado, gracias por ese informe.
08/04/2026 - 16:36:08 (-3 TMZ) | 06:21:01:08 (Artemis Clock) | Y Christina, ya que te tenemos, para tu próximo ejercicio, si quieres grabarlo, creemos que el problema con que la grabación de la D5 se detuviera a los...
08/04/2026 - 16:36:34 (-3 TMZ) | 06:21:01:34 (Artemis Clock) | Y para aclarar, deja la pantalla apagada de la grabación en pantalla. La buena noticia es que esta grabación, Alaska, es la completa...
